Id;País;ano;Quantidade (Kg)
33;Nova Zelândia;2014;3023
34;Países Baixos;2014;0
35;Panamá;2014;0
36;Peru;2014;977
37;Portugal;2014;316889
38;Reino Unido;2014;0
39;Romênia;2014;1011
40;Suíça;2014;0
41;Tunísia;2014;0
42;Ucrânia;2014;0
43;Uruguai;2014;3310
44;Não consta na tabela;2014;0
45;Não declarados;2014;0
46;Outros;2014;0
1;Africa do Sul;2015;19686
2;Alemanha;2015;3647
3;Argentina;2015;490536
4;Austrália;2015;4967
5;Áustria;2015;0
6;Bermudas;2015;0
7;Bahamas;2015;73
8;Bélgica;2015;0
9;Brasil;2015;6383
10;Bulgária;2015;4
11;Canada;2015;0
12;Chile;2015;236342
13;Croácia;2015;225
14;Cuba;2015;29
15;Emirados Árabes Unidos;2015;104
16;Eslovênia;2015;1058
17;Espanha;2015;899587
18;Estados Unidos;2015;18519
19;França;2015;1341884
20;Geórgia;2015;0
21;Granada;2015;0
22;Grécia;2015;577
23;Hong Kong;2015;0
24;Hungria;2015;0
25;Indonésia;2015;0
26;Irlanda;2015;391
27;Israel;2015;0
28;Itália;2015;1017420
29;Japão;2015;0
30;Luxemburgo;2015;0
31;México;2015;1154
32;Moldávia;2015;0
33;Nova Zelândia;2015;135
34;Países Baixos;2015;0
35;Panamá;2015;0
36;Peru;2015;0
37;Portugal;2015;59472
38;Reino Unido;2015;467
39;Romênia;2015;488
40;Suíça;2015;0
41;Tunísia;2015;0
42;Ucrânia;2015;0
43;Uruguai;2015;1760
44;Não consta na tabela;2015;0
45;Não declarados;2015;0
46;Outros;2015;0
1;Africa do Sul;2015;96316
2;Alemanha;2015;5589
3;Argentina;2015;1814349
4;Austrália;2015;15439
5;Áustria;2015;0
6;Bermudas;2015;0
7;Bahamas;2015;684
8;Bélgica;2015;0
9;Brasil;2015;47936
10;Bulgária;2015;7
11;Canada;2015;0
12;Chile;2015;838250
13;Croácia;2015;483
14;Cuba;2015;243
15;Emirados Árabes Unidos;2015;2005
16;Eslovênia;2015;5075
17;Espanha;2015;4183324
18;Estados Unidos;2015;85864
19;França;2015;21849752
20;Geórgia;2015;0
21;Granada;2015;0
22;Grécia;2015;1574
23;Hong Kong;2015;0
24;Hungria;2015;0
25;Indonésia;2015;0
26;Irlanda;2015;4062
27;Israel;2015;0
28;Itália;2015;3670403
29;Japão;2015;0
30;Luxemburgo;2015;0
31;México;2015;9334
32;Moldávia;2015;0
33;Nova Zelândia;2015;1684
34;Países Baixos;2015;0
35;Panamá;2015;0
36;Peru;2015;0
37;Portugal;2015;223379
38;Reino Unido;2015;4211
39;Romênia;2015;528
40;Suíça;2015;0
41;Tunísia;2015;0
42;Ucrânia;2015;0
43;Uruguai;2015;2832
44;Não consta na tabela;2015;0
45;Não declarados;2015;0
46;Outros;2015;0
1;Africa do Sul;2016;7394
2;Alemanha;2016;3420
3;Argentina;2016;358510
4;Austrália;2016;19182
5;Áustria;2016;0
6;Bermudas;2016;0
7;Bahamas;2016;60
8;Bélgica;2016;0
9;Brasil;2016;1014
10;Bulgária;2016;0
11;Canada;2016;0
12;Chile;2016;117678
13;Croácia;2016;0
14;Cuba;2016;0
15;Emirados Árabes Unidos;2016;2371
16;Eslovênia;2016;2115
17;Espanha;2016;864154
18;Estados Unidos;2016;12343
19;França;2016;1171383
20;Geórgia;2016;0
21;Granada;2016;0
22;Grécia;2016;0
23;Hong Kong;2016;0
24;Hungria;2016;1238
25;Indonésia;2016;0
26;Irlanda;2016;0
27;Israel;2016;0
28;Itália;2016;1089617
29;Japão;2016;0
30;Luxemburgo;2016;0
31;México;2016;0
32;Moldávia;2016;0
33;Nova Zelândia;2016;0
34;Países Baixos;2016;0
35;Panamá;2016;0
36;Peru;2016;0
37;Portugal;2016;88448
38;Reino Unido;2016;0
39;Romênia;2016;0
40;Suíça;2016;11
41;Tunísia;2016;0
42;Ucrânia;2016;1739
43;Uruguai;2016;7880
44;Não consta na tabela;2016;0
45;Não declarados;2016;0
46;Outros;2016;0
1;Africa do Sul;2016;50715
2;Alemanha;2016;8275
3;Argentina;2016;1240249
4;Austrália;2016;32115
5;Áustria;2016;0
6;Bermudas;2016;0
7;Bahamas;2016;688
8;Bélgica;2016;0
9;Brasil;2016;4936
10;Bulgária;2016;0
11;Canada;2016;0
12;Chile;2016;523242
13;Croácia;2016;0
14;Cuba;2016;0
15;Emirados Árabes Unidos;2016;38954
16;Eslovênia;2016;9486
17;Espanha;2016;3249876
18;Estados Unidos;2016;30366
19;França;2016;12017375
20;Geórgia;2016;0
21;Granada;2016;0
22;Grécia;2016;0
23;Hong Kong;2016;0
24;Hungria;2016;5927
25;Indonésia;2016;0
26;Irlanda;2016;0
27;Israel;2016;0
28;Itália;2016;3467993
29;Japão;2016;0
30;Luxemburgo;2016;0
31;México;2016;0
32;Moldávia;2016;0
33;Nova Zelândia;2016;0
34;Países Baixos;2016;0
35;Panamá;2016;0
36;Peru;2016;0
37;Portugal;2016;321629
38;Reino Unido;2016;0
39;Romênia;2016;0
40;Suíça;2016;711
41;Tunísia;2016;0
42;Ucrânia;2016;2423
43;Uruguai;2016;42863
44;Não consta na tabela;2016;0
45;Não declarados;2016;0
46;Outros;2016;0
1;Africa do Sul;2017;4913
2;Alemanha;2017;4819
3;Argentina;2017;661857
4;Austrália;2017;19198
5;Áustria;2017;0
6;Bermudas;2017;0
7;Bahamas;2017;519
8;Bélgica;2017;923
9;Brasil;2017;6166
10;Bulgária;2017;3
11;Canada;2017;0
12;Chile;2017;304391
13;Croácia;2017;0
14;Cuba;2017;0
15;Emirados Árabes Unidos;2017;0
16;Eslovênia;2017;2093
17;Espanha;2017;1493908
18;Estados Unidos;2017;8408
19;França;2017;1778528
20;Geórgia;2017;0
21;Granada;2017;0
22;Grécia;2017;156
23;Hong Kong;2017;0
24;Hungria;2017;1624
25;Indonésia;2017;0
26;Irlanda;2017;0
27;Israel;2017;0
28;Itália;2017;3065767
29;Japão;2017;0
30;Luxemburgo;2017;0
31;México;2017;0
32;Moldávia;2017;0
33;Nova Zelândia;2017;0
34;Países Baixos;2017;0
35;Panamá;2017;0
36;Peru;2017;0
37;Portugal;2017;123786
38;Reino Unido;2017;350
39;Romênia;2017;0
40;Suíça;2017;0
41;Tunísia;2017;0
42;Ucrânia;2017;0
43;Uruguai;2017;1080
44;Não consta na tabela;2017;0
45;Não declarados;2017;0
46;Outros;2017;0
1;Africa do Sul;2017;23919
2;Alemanha;2017;37116
3;Argentina;2017;2249681
4;Austrália;2017;51731
5;Áustria;2017;0
6;Bermudas;2017;0
7;Bahamas;2017;11136
8;Bélgica;2017;50574
9;Brasil;2017;180512
10;Bulgária;2017;716
11;Canada;2017;0
12;Chile;2017;1350744
13;Croácia;2017;0
14;Cuba;2017;0
15;Emirados Árabes Unidos;2017;0
16;Eslovênia;2017;10110
17;Espanha;2017;5592839
18;Estados Unidos;2017;226792
19;França;2017;14966946
20;Geórgia;2017;0
21;Granada;2017;0
22;Grécia;2017;277
23;Hong Kong;2017;0
24;Hungria;2017;6960
25;Indonésia;2017;0
26;Irlanda;2017;0
27;Israel;2017;0
28;Itália;2017;5635842
29;Japão;2017;0
30;Luxemburgo;2017;0
31;México;2017;0
32;Moldávia;2017;0
33;Nova Zelândia;2017;0
34;Países Baixos;2017;0
35;Panamá;2017;0
36;Peru;2017;0
37;Portugal;2017;492083
38;Reino Unido;2017;2424
39;Romênia;2017;0
40;Suíça;2017;0
41;Tunísia;2017;0
42;Ucrânia;2017;0
43;Uruguai;2017;7920
44;Não consta na tabela;2017;0
45;Não declarados;2017;0
46;Outros;2017;0
1;Africa do Sul;2018;15368
2;Alemanha;2018;18376
3;Argentina;2018;706478
4;Austrália;2018;57917
5;Áustria;2018;1228
6;Bermudas;2018;0
7;Bahamas;2018;169
8;Bélgica;2018;0
9;Brasil;2018;566215
10;Bulgária;2018;0
11;Canada;2018;3852
12;Chile;2018;316293
13;Croácia;2018;0
14;Cuba;2018;0
15;Emirados Árabes Unidos;2018;0
16;Eslovênia;2018;1800
17;Espanha;2018;1515106
18;Estados Unidos;2018;26405
19;França;2018;3637804
20;Geórgia;2018;0
21;Granada;2018;0
22;Grécia;2018;0
23;Hong Kong;2018;0
24;Hungria;2018;1802
25;Indonésia;2018;35
26;Irlanda;2018;0
27;Israel;2018;0
28;Itália;2018;2147490
29;Japão;2018;0
30;Luxemburgo;2018;208
31;México;2018;95
32;Moldávia;2018;0
33;Nova Zelândia;2018;0
34;Países Baixos;2018;305
35;Panamá;2018;15057
36;Peru;2018;0
37;Portugal;2018;128802
38;Reino Unido;2018;3834
39;Romênia;2018;0
40;Suíça;2018;576
41;Tunísia;2018;0
42;Ucrânia;2018;0
43;Uruguai;2018;776
44;Não consta na tabela;2018;0
45;Não declarados;2018;0
46;Outros;2018;0
1;Africa do Sul;2018;74800
2;Alemanha;2018;82273
3;Argentina;2018;2462909
4;Austrália;2018;212199
5;Áustria;2018;11638
6;Bermudas;2018;0
7;Bahamas;2018;2283
8;Bélgica;2018;0
9;Brasil;2018;162992
10;Bulgária;2018;0
11;Canada;2018;109402
12;Chile;2018;1312445
13;Croácia;2018;0
14;Cuba;2018;0
15;Emirados Árabes Unidos;2018;0
16;Eslovênia;2018;8860
17;Espanha;2018;5707839
18;Estados Unidos;2018;64081
19;França;2018;12678962
20;Geórgia;2018;0
21;Granada;2018;0
22;Grécia;2018;0
23;Hong Kong;2018;0
24;Hungria;2018;5977
25;Indonésia;2018;271
26;Irlanda;2018;0
27;Israel;2018;0
28;Itália;2018;5947967
29;Japão;2018;0
30;Luxemburgo;2018;1902
31;México;2018;777
32;Moldávia;2018;0
33;Nova Zelândia;2018;0
34;Países Baixos;2018;10695
35;Panamá;2018;30546
36;Peru;2018;0
37;Portugal;2018;526987
38;Reino Unido;2018;104831
39;Romênia;2018;0
40;Suíça;2018;4031
41;Tunísia;2018;0
42;Ucrânia;2018;0
43;Uruguai;2018;5786
44;Não consta na tabela;2018;0
45;Não declarados;2018;0
46;Outros;2018;0
1;Africa do Sul;2019;17583
2;Alemanha;2019;26853
3;Argentina;2019;757716
4;Austrália;2019;16701
5;Áustria;2019;1269
6;Bermudas;2019;0
7;Bahamas;2019;0
8;Bélgica;2019;0
9;Brasil;2019;15464
10;Bulgária;2019;0
11;Canada;2019;0
12;Chile;2019;233064
13;Croácia;2019;0
14;Cuba;2019;0
15;Emirados Árabes Unidos;2019;0
16;Eslovênia;2019;518
17;Espanha;2019;1440241
18;Estados Unidos;2019;13239
19;França;2019;1610293
20;Geórgia;2019;0
21;Granada;2019;0
22;Grécia;2019;230
23;Hong Kong;2019;0
24;Hungria;2019;585
25;Indonésia;2019;66
26;Irlanda;2019;0
27;Israel;2019;5035
28;Itália;2019;1874314
29;Japão;2019;0
30;Luxemburgo;2019;518
31;México;2019;133
32;Moldávia;2019;0
33;Nova Zelândia;2019;72
34;Países Baixos;2019;827
35;Panamá;2019;0
36;Peru;2019;0
37;Portugal;2019;144296
38;Reino Unido;2019;1320
39;Romênia;2019;0
40;Suíça;2019;0
41;Tunísia;2019;0
42;Ucrânia;2019;0
43;Uruguai;2019;2241
44;Não consta na tabela;2019;0
45;Não declarados;2019;0
46;Outros;2019;0
1;Africa do Sul;2019;72077
2;Alemanha;2019;169989
3;Argentina;2019;2282614
4;Austrália;2019;27592
5;Áustria;2019;11571
6;Bermudas;2019;0
7;Bahamas;2019;0
8;Bélgica;2019;0
9;Brasil;2019;238268
10;Bulgária;2019;0
11;Canada;2019;0
12;Chile;2019;912613
13;Croácia;2019;0
14;Cuba;2019;0
15;Emirados Árabes Unidos;2019;0
16;Eslovênia;2019;2539
17;Espanha;2019;4463736
18;Estados Unidos;2019;105197
19;França;2019;13991734
20;Geórgia;2019;0
21;Granada;2019;0
22;Grécia;2019;318
23;Hong Kong;2019;0
24;Hungria;2019;1379
25;Indonésia;2019;529
26;Irlanda;2019;0
27;Israel;2019;17085
28;Itália;2019;4790173
29;Japão;2019;0
30;Luxemburgo;2019;4067
31;México;2019;1104
32;Moldávia;2019;0
33;Nova Zelândia;2019;657
34;Países Baixos;2019;47027
35;Panamá;2019;0
36;Peru;2019;0
37;Portugal;2019;621259
38;Reino Unido;2019;11869
39;Romênia;2019;0
40;Suíça;2019;0
41;Tunísia;2019;0
42;Ucrânia;2019;0
43;Uruguai;2019;22983
44;Não consta na tabela;2019;0
45;Não declarados;2019;0
46;Outros;2019;0
1;Africa do Sul;2020;3574
2;Alemanha;2020;21174
3;Argentina;2020;469547
4;Austrália;2020;7426
5;Áustria;2020;909
6;Bermudas;2020;0
7;Bahamas;2020;0
8;Bélgica;2020;0
9;Brasil;2020;3491
10;Bulgária;2020;0
11;Canada;2020;0
12;Chile;2020;253225
13;Croácia;2020;0
14;Cuba;2020;0
15;Emirados Árabes Unidos;2020;0
16;Eslovênia;2020;68
17;Espanha;2020;1421655
18;Estados Unidos;2020;13255
19;França;2020;1116188
20;Geórgia;2020;0
21;Granada;2020;0
22;Grécia;2020;0
23;Hong Kong;2020;72
24;Hungria;2020;765
25;Indonésia;2020;0
26;Irlanda;2020;0
27;Israel;2020;296
28;Itália;2020;1524542
29;Japão;2020;0
30;Luxemburgo;2020;0
31;México;2020;0
32;Moldávia;2020;0
33;Nova Zelândia;2020;0
34;Países Baixos;2020;3412
35;Panamá;2020;0
36;Peru;2020;0
37;Portugal;2020;102324
38;Reino Unido;2020;2309
39;Romênia;2020;0
40;Suíça;2020;481
41;Tunísia;2020;0
42;Ucrânia;2020;0
43;Uruguai;2020;2908
44;Não consta na tabela;2020;0
45;Não declarados;2020;0
46;Outros;2020;0
1;Africa do Sul;2020;14542
2;Alemanha;2020;65359
3;Argentina;2020;1304986
4;Austrália;2020;15190
5;Áustria;2020;9399
6;Bermudas;2020;0
7;Bahamas;2020;0
8;Bélgica;2020;0
9;Brasil;2020;106310
10;Bulgária;2020;0
11;Canada;2020;0
12;Chile;2020;775535
13;Croácia;2020;0
14;Cuba;2020;0
15;Emirados Árabes Unidos;2020;0
16;Eslovênia;2020;327
17;Espanha;2020;3871128
18;Estados Unidos;2020;31083
19;França;2020;8814571
20;Geórgia;2020;0
21;Granada;2020;0
22;Grécia;2020;0
23;Hong Kong;2020;5061
24;Hungria;2020;2061
25;Indonésia;2020;0
26;Irlanda;2020;0
27;Israel;2020;9540
28;Itália;2020;3544718
29;Japão;2020;0
30;Luxemburgo;2020;0
31;México;2020;0
32;Moldávia;2020;0
33;Nova Zelândia;2020;0
34;Países Baixos;2020;151690
35;Panamá;2020;0
36;Peru;2020;0
37;Portugal;2020;324099
38;Reino Unido;2020;17975
39;Romênia;2020;0
40;Suíça;2020;15222
41;Tunísia;2020;0
42;Ucrânia;2020;0
43;Uruguai;2020;18124
44;Não consta na tabela;2020;0
45;Não declarados;2020;0
46;Outros;2020;0
1;Africa do Sul;2021;6980
2;Alemanha;2021;19977
3;Argentina;2021;723847
4;Austrália;2021;8062
5;Áustria;2021;90
6;Bermudas;2021;70
7;Bahamas;2021;0
8;Bélgica;2021;0
9;Brasil;2021;548
10;Bulgária;2021;0
11;Canada;2021;0
12;Chile;2021;232948
13;Croácia;2021;0
14;Cuba;2021;0
15;Emirados Árabes Unidos;2021;0
16;Eslovênia;2021;450
17;Espanha;2021;2016806
18;Estados Unidos;2021;143
19;França;2021;1134059
20;Geórgia;2021;0
21;Granada;2021;0
22;Grécia;2021;92
23;Hong Kong;2021;0
24;Hungria;2021;1142
25;Indonésia;2021;0
26;Irlanda;2021;0
27;Israel;2021;0
28;Itália;2021;1093108
29;Japão;2021;0
30;Luxemburgo;2021;0
31;México;2021;0
32;Moldávia;2021;0
33;Nova Zelândia;2021;0
34;Países Baixos;2021;0
35;Panamá;2021;0
36;Peru;2021;0
37;Portugal;2021;65238
38;Reino Unido;2021;254
39;Romênia;2021;432
40;Suíça;2021;66
41;Tunísia;2021;0
42;Ucrânia;2021;0
43;Uruguai;2021;8947
44;Não consta na tabela;2021;0
45;Não declarados;2021;0
46;Outros;2021;0
1;Africa do Sul;2021;36677
2;Alemanha;2021;46237
3;Argentina;2021;2211657
4;Austrália;2021;26208
5;Áustria;2021;1434
6;Bermudas;2021;611
7;Bahamas;2021;0
8;Bélgica;2021;0
9;Brasil;2021;3488
10;Bulgária;2021;0
11;Canada;2021;0
12;Chile;2021;686466
13;Croácia;2021;0
14;Cuba;2021;0
15;Emirados Árabes Unidos;2021;0
16;Eslovênia;2021;2426
17;Espanha;2021;5732174
18;Estados Unidos;2021;2173
19;França;2021;12590570
20;Geórgia;2021;0
21;Granada;2021;0
22;Grécia;2021;422
23;Hong Kong;2021;0
24;Hungria;2021;2471
25;Indonésia;2021;0
26;Irlanda;2021;0
27;Israel;2021;0
28;Itália;2021;3142129
29;Japão;2021;0
30;Luxemburgo;2021;0
31;México;2021;0
32;Moldávia;2021;0
33;Nova Zelândia;2021;0
34;Países Baixos;2021;0
35;Panamá;2021;0
36;Peru;2021;0
37;Portugal;2021;277677
38;Reino Unido;2021;3016
39;Romênia;2021;2271
40;Suíça;2021;376
41;Tunísia;2021;0
42;Ucrânia;2021;0
43;Uruguai;2021;47217
44;Não consta na tabela;2021;0
45;Não declarados;2021;0
46;Outros;2021;0
1;Africa do Sul;2022;9882
2;Alemanha;2022;12447
3;Argentina;2022;1333420
4;Austrália;2022;0
5;Áustria;2022;0
6;Bermudas;2022;5
7;Bahamas;2022;0
8;Bélgica;2022;0
9;Brasil;2022;0
10;Bulgária;2022;976
11;Canada;2022;54
12;Chile;2022;342625
13;Croácia;2022;0
14;Cuba;2022;0
15;Emirados Árabes Unidos;2022;0
16;Eslovênia;2022;803
17;Espanha;2022;2236061
18;Estados Unidos;2022;181
19;França;2022;1268840
20;Geórgia;2022;915
21;Granada;2022;0
22;Grécia;2022;92
23;Hong Kong;2022;0
24;Hungria;2022;2090
25;Indonésia;2022;0
26;Irlanda;2022;0
27;Israel;2022;0
28;Itália;2022;1169909
29;Japão;2022;0
30;Luxemburgo;2022;0
31;México;2022;0
32;Moldávia;2022;2892
33;Nova Zelândia;2022;270
34;Países Baixos;2022;0
35;Panamá;2022;0
36;Peru;2022;0
37;Portugal;2022;103443
38;Reino Unido;2022;0
39;Romênia;2022;1914
40;Suíça;2022;0
41;Tunísia;2022;0
42;Ucrânia;2022;1330
43;Uruguai;2022;1206
44;Não consta na tabela;2022;0
45;Não declarados;2022;0
46;Outros;2022;0
1;Africa do Sul;2022;64582
2;Alemanha;2022;26877
3;Argentina;2022;4123623
4;Austrália;2022;0
5;Áustria;2022;0
6;Bermudas;2022;67
7;Bahamas;2022;0
8;Bélgica;2022;0
9;Brasil;2022;0
10;Bulgária;2022;1535
11;Canada;2022;1017
12;Chile;2022;959421
13;Croácia;2022;0
14;Cuba;2022;0
15;Emirados Árabes Unidos;2022;0
16;Eslovênia;2022;2982
17;Espanha;2022;5668798
18;Estados Unidos;2022;2053
19;França;2022;13164535
20;Geórgia;2022;2325
21;Granada;2022;0
22;Grécia;2022;366
23;Hong Kong;2022;0
24;Hungria;2022;3828
25;Indonésia;2022;0
26;Irlanda;2022;0
27;Israel;2022;0
28;Itália;2022;3356633
29;Japão;2022;0
30;Luxemburgo;2022;0
31;México;2022;0
32;Moldávia;2022;3713
33;Nova Zelândia;2022;3114
34;Países Baixos;2022;0
35;Panamá;2022;0
36;Peru;2022;0
37;Portugal;2022;391952
38;Reino Unido;2022;0
39;Romênia;2022;5007
40;Suíça;2022;0
41;Tunísia;2022;0
42;Ucrânia;2022;1616
43;Uruguai;2022;5579
44;Não consta na tabela;2022;0
45;Não declarados;2022;0
46;Outros;2022;0
1;Africa do Sul;2023;7650
2;Alemanha;2023;322
3;Argentina;2023;839006
4;Austrália;2023;3150
5;Áustria;2023;882
6;Bermudas;2023;3
7;Bahamas;2023;0
8;Bélgica;2023;0
9;Brasil;2023;7
10;Bulgária;2023;0
11;Canada;2023;23
12;Chile;2023;592991
13;Croácia;2023;0
14;Cuba;2023;0
15;Emirados Árabes Unidos;2023;0
16;Eslovênia;2023;0
17;Espanha;2023;3438264
18;Estados Unidos;2023;259
19;França;2023;1401753
20;Geórgia;2023;0
21;Granada;2023;2
22;Grécia;2023;300
23;Hong Kong;2023;0
24;Hungria;2023;0
25;Indonésia;2023;0
26;Irlanda;2023;0
27;Israel;2023;0
28;Itália;2023;952639
29;Japão;2023;0
30;Luxemburgo;2023;0
31;México;2023;0
32;Moldávia;2023;955
33;Nova Zelândia;2023;0
34;Países Baixos;2023;0
35;Panamá;2023;0
36;Peru;2023;0
37;Portugal;2023;95326
38;Reino Unido;2023;1507
39;Romênia;2023;743
40;Suíça;2023;464
41;Tunísia;2023;0
42;Ucrânia;2023;0
43;Uruguai;2023;10814
44;Não consta na tabela;2023;0
45;Não declarados;2023;0
46;Outros;2023;0
1;Africa do Sul;2023;69382
2;Alemanha;2023;5111
3;Argentina;2023;2765843
4;Austrália;2023;10474
5;Áustria;2023;8833
6;Bermudas;2023;54
7;Bahamas;2023;0
8;Bélgica;2023;0
9;Brasil;2023;184
10;Bulgária;2023;0
11;Canada;2023;279
12;Chile;2023;1952709
13;Croácia;2023;0
14;Cuba;2023;0
15;Emirados Árabes Unidos;2023;0
16;Eslovênia;2023;0
17;Espanha;2023;9801916
18;Estados Unidos;2023;10273
19;França;2023;20166147
20;Geórgia;2023;0
21;Granada;2023;40
22;Grécia;2023;1757
23;Hong Kong;2023;0
24;Hungria;2023;0
25;Indonésia;2023;0
26;Irlanda;2023;0
27;Israel;2023;0
28;Itália;2023;3533749
29;Japão;2023;0
30;Luxemburgo;2023;0
31;México;2023;0
32;Moldávia;2023;1165
33;Nova Zelândia;2023;0
34;Países Baixos;2023;0
35;Panamá;2023;0
36;Peru;2023;0
37;Portugal;2023;386265
38;Reino Unido;2023;28581
39;Romênia;2023;3841
40;Suíça;2023;34430
41;Tunísia;2023;0
42;Ucrânia;2023;0
43;Uruguai;2023;45704
44;Não consta na tabela;2023;0
45;Não declarados;2023;0
46;Outros;2023;0
1;Africa do Sul;2024;2018
2;Alemanha;2024;15168
3;Argentina;2024;1171895
4;Austrália;2024;15891
5;Áustria;2024;0
6;Bermudas;2024;0
7;Bahamas;2024;0
8;Bélgica;2024;0
9;Brasil;2024;338
10;Bulgária;2024;0
11;Canada;2024;161
12;Chile;2024;718033
13;Croácia;2024;0
14;Cuba;2024;0
15;Emirados Árabes Unidos;2024;0
16;Eslovênia;2024;0
17;Espanha;2024;2566076
18;Estados Unidos;2024;2055
19;França;2024;1508700
20;Geórgia;2024;0
21;Granada;2024;90
22;Grécia;2024;89
23;Hong Kong;2024;0
24;Hungria;2024;13452
25;Indonésia;2024;0
26;Irlanda;2024;0
27;Israel;2024;0
28;Itália;2024;1040554
29;Japão;2024;349
30;Luxemburgo;2024;12
31;México;2024;0
32;Moldávia;2024;1494
33;Nova Zelândia;2024;0
34;Países Baixos;2024;0
35;Panamá;2024;0
36;Peru;2024;0
37;Portugal;2024;89226
38;Reino Unido;2024;671
39;Romênia;2024;743
40;Suíça;2024;5
41;Tunísia;2024;0
42;Ucrânia;2024;0
43;Uruguai;2024;2383
44;Não consta na tabela;2024;0
45;Não declarados;2024;0
46;Outros;2024;0
1;Africa do Sul;2024;19706
2;Alemanha;2024;46600
3;Argentina;2024;3786391
4;Austrália;2024;26618
5;Áustria;2024;0
6;Bermudas;2024;13
7;Bahamas;2024;0
8;Bélgica;2024;0
9;Brasil;2024;3090
10;Bulgária;2024;0
11;Canada;2024;2038
12;Chile;2024;2187643
13;Croácia;2024;0
14;Cuba;2024;0
15;Emirados Árabes Unidos;2024;0
16;Eslovênia;2024;0
17;Espanha;2024;7721229
18;Estados Unidos;2024;72418
19;França;2024;24231961
20;Geórgia;2024;0
21;Granada;2024;257
22;Grécia;2024;1058
23;Hong Kong;2024;0
24;Hungria;2024;27750
25;Indonésia;2024;0
26;Irlanda;2024;0
27;Israel;2024;0
28;Itália;2024;3741555
29;Japão;2024;1504
30;Luxemburgo;2024;104
31;México;2024;0
32;Moldávia;2024;4569
33;Nova Zelândia;2024;0
34;Países Baixos;2024;0
35;Panamá;2024;0
36;Peru;2024;0
37;Portugal;2024;356974
38;Reino Unido;2024;22123
39;Romênia;2024;3843
40;Suíça;2024;13
41;Tunísia;2024;0
42;Ucrânia;2024;0
43;Uruguai;2024;11651
44;Não consta na tabela;2024;0
45;Não declarados;2024;0
46;Outros;2024;0
